job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,salary_min,salary_max,average_salary,posted_year,posted_month,posted_quarter,posted_day_of_week,city,country_code,skill_count,tool_count,has_python,has_sql,has_r,has_excel,has_pandas,has_numpy,has_scikit_learn,has_tensorflow,has_pytorch,has_keras,has_huggingface,has_langchain,has_fastapi,has_flask,has_powerbi,has_mlflow,has_cuda,has_aws,has_azure,has_gcp,has_bigquery,has_kdb,has_reinforcement_learning,has_cloud,has_deep_learning,has_nlp_related,experience_level_num,company_size_num,salary_level
978,Bowman PLC,E-commerce,AI Product Manager,"LangChain, Excel, TensorFlow",Senior,Remote,"Nicholshaven, HR",87836-151813,2024-09-06,Startup,"LangChain, TensorFlow",87836,151813,119824.5,2024,9,3,Friday,Nicholshaven,HR,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,Medium
979,"Turner, Hernandez and White",Retail,ML Engineer,"GCP, TensorFlow, Flask, Azure",Mid,Internship,"North Alicia, IQ",98287-153537,2024-04-20,Mid,"BigQuery, KDB+, TensorFlow",98287,153537,125912.0,2024,4,2,Saturday,North Alicia,IQ,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,2,2,High
980,Davis Inc,Healthcare,NLP Engineer,"Keras, Power BI, Excel, Python",Senior,Remote,"Port Tina, PE",72000-122709,2024-10-27,Mid,MLflow,72000,122709,97354.5,2024,10,4,Sunday,Port Tina,PE,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,2,Medium
981,Zhang-Watson,E-commerce,Computer Vision Engineer,"Excel, Flask, AWS, R",Senior,Internship,"New Veronica, AL",81871-132251,2024-07-10,Mid,"PyTorch, KDB+",81871,132251,107061.0,2024,7,3,Wednesday,New Veronica,AL,4,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,3,2,Medium
982,"Harrison, Wallace and Chen",Retail,Quant Researcher,"Hugging Face, GCP, Keras",Entry,Remote,"Port Catherinetown, VE",93878-113869,2023-12-26,Startup,"TensorFlow, Scikit-learn",93878,113869,103873.5,2023,12,4,Tuesday,Port Catherinetown,VE,3,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,Medium
983,"Cruz, Cruz and Flores",E-commerce,NLP Engineer,"Reinforcement Learning, TensorFlow, CUDA",Entry,Remote,"New Alyssa, CI",41243-77253,2023-10-29,Startup,"KDB+, BigQuery, PyTorch",41243,77253,59248.0,2023,10,4,Sunday,New Alyssa,CI,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,Low
984,Garcia-Smith,Automotive,Data Scientist,"FastAPI, CUDA, Pandas, Python, NumPy, Reinforcement Learning",Entry,Contract,"North Kevin, YE",47150-124312,2023-11-17,Startup,"PyTorch, LangChain, Scikit-learn",47150,124312,85731.0,2023,11,4,Friday,North Kevin,YE,6,3,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,Medium
985,Castaneda Group,Tech,ML Engineer,"Reinforcement Learning, Azure, Flask",Mid,Remote,"Nobleside, CY",127636-149510,2023-10-30,Mid,"BigQuery, FastAPI",127636,149510,138573.0,2023,10,4,Monday,Nobleside,CY,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,2,2,High
986,"Sawyer, Frye and Jenkins",Finance,NLP Engineer,"GCP, PyTorch, FastAPI, LangChain, Pandas",Mid,Contract,"West Hayleyton, DJ",130749-200032,2025-01-10,Large,FastAPI,130749,200032,165390.5,2025,1,1,Friday,West Hayleyton,DJ,5,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2,3,Very High
987,Bradshaw and Sons,Education,AI Researcher,"PyTorch, MLflow, LangChain, Python, Azure, Pandas",Mid,Contract,"Kathrynfort, TO",58452-155880,2025-05-05,Large,BigQuery,58452,155880,107166.0,2025,5,2,Monday,Kathrynfort,TO,6,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,2,3,Medium
988,"Cross, Johnson and Chan",Retail,Computer Vision Engineer,"Scikit-learn, TensorFlow, Azure, C++, Flask",Senior,Contract,"Danielview, BT",68117-162345,2025-08-31,Mid,FastAPI,68117,162345,115231.0,2025,8,3,Sunday,Danielview,BT,5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,3,2,Medium
989,Jones LLC,Healthcare,NLP Engineer,"TensorFlow, NumPy, Azure, LangChain, AWS",Senior,Internship,"Taraborough, KG",112292-131998,2024-09-07,Mid,MLflow,112292,131998,122145.0,2024,9,3,Saturday,Taraborough,KG,5,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,3,2,High
990,Adams-Chapman,Tech,AI Product Manager,"SQL, CUDA, Scikit-learn, Keras, Power BI, R",Senior,Contract,"Littleshire, CF",139059-151161,2025-03-09,Mid,"TensorFlow, LangChain",139059,151161,145110.0,2025,3,1,Sunday,Littleshire,CF,6,2,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,3,2,High
991,Duran-Williams,Retail,Data Analyst,"GCP, MLflow, FastAPI, TensorFlow, AWS, Reinforcement Learning",Entry,Contract,"East Patrickfurt, BT",110780-193559,2024-03-10,Mid,BigQuery,110780,193559,152169.5,2024,3,1,Sunday,East Patrickfurt,BT,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,2,High
992,Arnold Inc,Healthcare,Quant Researcher,"FastAPI, GCP, Keras, Pandas",Senior,Remote,"Jonesfurt, NL",44707-105567,2025-09-13,Startup,"LangChain, KDB+, BigQuery",44707,105567,75137.0,2025,9,3,Saturday,Jonesfurt,NL,4,3,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,3,1,Low
993,Kirk Group,Retail,Data Scientist,"Azure, Excel, Keras, SQL, Reinforcement Learning, Power BI",Senior,Contract,"Chasestad, LU",112616-150479,2023-10-10,Startup,"TensorFlow, BigQuery, Scikit-learn",112616,150479,131547.5,2023,10,4,Tuesday,Chasestad,LU,6,3,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,3,1,High
994,Flynn-Kennedy,E-commerce,AI Researcher,"Python, Keras, AWS, CUDA, NumPy, R",Entry,Full-time,"Villaport, CO",92121-110462,2023-10-01,Large,"PyTorch, FastAPI, KDB+",92121,110462,101291.5,2023,10,4,Sunday,Villaport,CO,6,3,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,3,Medium
995,Singleton-Roy,Automotive,Quant Researcher,"C++, Pandas, MLflow, Scikit-learn, AWS, LangChain",Mid,Internship,"Port Rodney, LR",92112-185041,2024-08-04,Large,"Scikit-learn, LangChain",92112,185041,138576.5,2024,8,3,Sunday,Port Rodney,LR,6,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,3,High
996,"Combs, Brown and Williams",Retail,Data Analyst,"TensorFlow, Hugging Face, Scikit-learn",Mid,Remote,"Jessicatown, PH",115180-140889,2025-03-21,Mid,"KDB+, MLflow, FastAPI",115180,140889,128034.5,2025,3,1,Friday,Jessicatown,PH,3,3,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,2,2,High
997,Meyer-Reyes,Education,ML Engineer,"AWS, NumPy, Excel, CUDA",Mid,Internship,"Port Christine, BH",95776-159901,2024-05-30,Startup,"MLflow, KDB+, Scikit-learn",95776,159901,127838.5,2024,5,2,Thursday,Port Christine,BH,4,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,2,1,High
998,Anderson LLC,Tech,ML Engineer,"Scikit-learn, NumPy, FastAPI",Senior,Full-time,"Elizabethton, PW",141251-152764,2024-03-09,Mid,"KDB+, LangChain",141251,152764,147007.5,2024,3,1,Saturday,Elizabethton,PW,3,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,High
999,Duncan-Reyes,Finance,Data Analyst,"Reinforcement Learning, SQL, Pandas, NumPy, TensorFlow, Power BI",Mid,Remote,"New Ryan, BW",136810-231084,2025-03-18,Startup,"KDB+, FastAPI",136810,231084,183947.0,2025,3,1,Tuesday,New Ryan,BW,6,2,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2,1,Very High
1000,"Davis, Murphy and Cox",Retail,Data Scientist,"MLflow, NumPy, Reinforcement Learning, FastAPI, Pandas",Senior,Full-time,"Pittmanville, CR",83889-134261,2025-08-20,Mid,"KDB+, Scikit-learn, LangChain",83889,134261,109075.0,2025,8,3,Wednesday,Pittmanville,CR,5,3,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,3,2,Medium
1001,"Peterson, Brown and Mcdonald",Automotive,ML Engineer,"Flask, GCP, Hugging Face, FastAPI, Excel, CUDA",Senior,Contract,"Port Bernard, BY",101199-165364,2025-02-16,Mid,"TensorFlow, KDB+, FastAPI",101199,165364,133281.5,2025,2,1,Sunday,Port Bernard,BY,6,3,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,3,2,High
1002,Turner and Sons,Tech,Data Analyst,"PyTorch, Pandas, Excel",Mid,Internship,"Robertsmouth, MN",131457-181221,2025-06-12,Mid,LangChain,131457,181221,156339.0,2025,6,2,Thursday,Robertsmouth,MN,3,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,High
1003,"Spears, Moore and Mccormick",E-commerce,ML Engineer,"Keras, Pandas, Power BI, Scikit-learn, FastAPI, Azure",Senior,Full-time,"South Lisa, IS",142849-159228,2025-06-12,Startup,"KDB+, BigQuery",142849,159228,151038.5,2025,6,2,Thursday,South Lisa,IS,6,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,3,1,High
1004,Shaw LLC,Automotive,Data Scientist,"Hugging Face, LangChain, Flask, PyTorch, TensorFlow",Mid,Internship,"New Johnnybury, LI",138773-156637,2024-12-07,Startup,BigQuery,138773,156637,147705.0,2024,12,4,Saturday,New Johnnybury,LI,5,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,1,High
1005,Gill-Schmidt,Healthcare,Data Analyst,"Reinforcement Learning, GCP, Azure, LangChain, MLflow",Mid,Contract,"New Williambury, FR",52554-88603,2024-02-14,Large,"TensorFlow, BigQuery, MLflow",52554,88603,70578.5,2024,2,1,Wednesday,New Williambury,FR,5,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,2,3,Low
1006,"Fuentes, Russo and Watson",Education,Data Analyst,"Pandas, PyTorch, AWS",Senior,Full-time,"East Amanda, GA",42445-87889,2025-06-06,Startup,FastAPI,42445,87889,65167.0,2025,6,2,Friday,East Amanda,GA,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,3,1,Low
1007,Weaver-Mills,Automotive,Quant Researcher,"Power BI, Pandas, Hugging Face, PyTorch",Entry,Internship,"South Benjamin, PY",42100-109275,2024-03-23,Large,BigQuery,42100,109275,75687.5,2024,3,1,Saturday,South Benjamin,PY,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,Low
1008,Lee-Levy,Retail,Quant Researcher,"AWS, CUDA, GCP, Flask, FastAPI, NumPy",Mid,Contract,"West Lindsayfurt, LK",137547-208492,2024-04-27,Startup,"FastAPI, Scikit-learn",137547,208492,173019.5,2024,4,2,Saturday,West Lindsayfurt,LK,6,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,2,1,Very High
1009,Anderson PLC,Retail,ML Engineer,"PyTorch, Reinforcement Learning, Keras, C++, CUDA, SQL",Entry,Contract,"Younghaven, KM",141946-171941,2025-03-17,Startup,Scikit-learn,141946,171941,156943.5,2025,3,1,Monday,Younghaven,KM,6,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,High
1010,Murphy-Sosa,Education,Quant Researcher,"TensorFlow, Excel, Scikit-learn, Azure, R, Pandas",Mid,Full-time,"North Patrick, SZ",131712-178157,2025-03-16,Mid,TensorFlow,131712,178157,154934.5,2025,3,1,Sunday,North Patrick,SZ,6,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,High
1011,Lawrence Group,Education,ML Engineer,"FastAPI, Azure, AWS, Python",Mid,Remote,"Lake Aliciachester, TM",91126-185060,2024-07-05,Startup,FastAPI,91126,185060,138093.0,2024,7,3,Friday,Lake Aliciachester,TM,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,High
1012,Gonzales-Gardner,Automotive,NLP Engineer,"NumPy, GCP, R, Reinforcement Learning, LangChain, AWS",Senior,Full-time,"Frazierberg, DO",100471-143502,2024-09-07,Large,"PyTorch, LangChain, BigQuery",100471,143502,121986.5,2024,9,3,Saturday,Frazierberg,DO,6,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,3,3,High
1013,"Padilla, Mann and Pierce",Finance,ML Engineer,"MLflow, Pandas, PyTorch, C++, LangChain",Senior,Remote,"West Brandon, RW",47058-78474,2025-08-22,Mid,"LangChain, PyTorch",47058,78474,62766.0,2025,8,3,Friday,West Brandon,RW,5,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,2,Low
1014,"Vazquez, Mcknight and Vega",Retail,AI Researcher,"Keras, FastAPI, PyTorch, LangChain, Scikit-learn, Hugging Face",Entry,Internship,"Ramseyview, TV",102565-184809,2025-08-06,Large,"PyTorch, Scikit-learn",102565,184809,143687.0,2025,8,3,Wednesday,Ramseyview,TV,6,2,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,High
1015,"Walker, Soto and Miles",Finance,Data Analyst,"SQL, MLflow, Pandas, CUDA, Scikit-learn",Mid,Remote,"Oconnorville, IT",61954-143718,2025-06-10,Startup,TensorFlow,61954,143718,102836.0,2025,6,2,Tuesday,Oconnorville,IT,5,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,Medium
1016,Kelly-Walls,Tech,Computer Vision Engineer,"Reinforcement Learning, R, C++",Senior,Remote,"East Ana, KN",83274-137815,2024-01-05,Startup,"LangChain, MLflow, KDB+",83274,137815,110544.5,2024,1,1,Friday,East Ana,KN,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,3,1,Medium
1017,Roberts-Watson,Healthcare,Data Analyst,"Power BI, SQL, Python, TensorFlow",Entry,Full-time,"Perryside, CZ",82652-137577,2025-05-25,Mid,LangChain,82652,137577,110114.5,2025,5,2,Sunday,Perryside,CZ,4,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,Medium
1018,"George, Hines and Galvan",Tech,NLP Engineer,"Keras, MLflow, FastAPI, Python, Scikit-learn, Reinforcement Learning",Entry,Remote,"East Rachelland, MH",84254-109338,2024-04-08,Large,Scikit-learn,84254,109338,96796.0,2024,4,2,Monday,East Rachelland,MH,6,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,3,Medium
1019,"Lam, Garcia and Lopez",Automotive,Computer Vision Engineer,"R, Keras, Pandas, Reinforcement Learning",Mid,Full-time,"Baldwinland, TV",135038-234859,2025-04-13,Large,"TensorFlow, Scikit-learn",135038,234859,184948.5,2025,4,2,Sunday,Baldwinland,TV,4,2,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,Very High
1020,"Vasquez, Grimes and Mooney",Healthcare,ML Engineer,"LangChain, SQL, Reinforcement Learning, PyTorch",Entry,Remote,"Brewerland, AT",58091-128175,2024-10-02,Startup,"Scikit-learn, BigQuery",58091,128175,93133.0,2024,10,4,Wednesday,Brewerland,AT,4,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,Medium
1021,Mcneil-Nelson,Tech,Data Analyst,"CUDA, SQL, Flask",Senior,Contract,"Duartebury, VA",59630-143743,2024-12-21,Startup,"MLflow, KDB+, TensorFlow",59630,143743,101686.5,2024,12,4,Saturday,Duartebury,VA,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,3,1,Medium
1022,Wiggins-Rivera,Healthcare,NLP Engineer,"LangChain, AWS, R",Senior,Internship,"Andreashire, TO",90456-177785,2024-01-14,Large,MLflow,90456,177785,134120.5,2024,1,1,Sunday,Andreashire,TO,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3,3,High
1023,Morris-Swanson,Education,NLP Engineer,"LangChain, AWS, Keras, Hugging Face, Pandas",Entry,Internship,"Howellburgh, NO",130542-204720,2024-11-08,Startup,"BigQuery, LangChain",130542,204720,167631.0,2024,11,4,Friday,Howellburgh,NO,5,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,Very High
1024,Wong and Sons,Education,AI Product Manager,"C++, Reinforcement Learning, MLflow, Pandas, SQL",Entry,Internship,"North Kristie, CL",74640-136034,2025-04-01,Large,"Scikit-learn, PyTorch, MLflow",74640,136034,105337.0,2025,4,2,Tuesday,North Kristie,CL,5,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,3,Medium
1025,"Davidson, Green and Johnson",E-commerce,Data Analyst,"AWS, SQL, CUDA, Hugging Face, Power BI",Entry,Internship,"West Tylerberg, JO",134678-199022,2025-05-01,Large,"Scikit-learn, PyTorch",134678,199022,166850.0,2025,5,2,Thursday,West Tylerberg,JO,5,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,3,Very High
1026,Greer-Garner,E-commerce,Data Analyst,"Power BI, Pandas, GCP, Hugging Face, R",Entry,Contract,"South Chadton, IQ",60699-100444,2025-09-11,Mid,"TensorFlow, PyTorch",60699,100444,80571.5,2025,9,3,Thursday,South Chadton,IQ,5,2,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,2,Medium
1027,"Nash, Solomon and Cameron",Education,NLP Engineer,"Azure, Power BI, GCP, LangChain",Entry,Internship,"Davidfurt, IT",118562-168256,2024-03-27,Mid,"BigQuery, LangChain",118562,168256,143409.0,2024,3,1,Wednesday,Davidfurt,IT,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,2,High
1028,Jimenez Group,E-commerce,Data Scientist,"MLflow, CUDA, Reinforcement Learning",Mid,Full-time,"Williamview, CU",135565-208792,2024-03-03,Mid,TensorFlow,135565,208792,172178.5,2024,3,1,Sunday,Williamview,CU,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2,2,Very High
1029,Garcia-Adams,Education,ML Engineer,"Python, GCP, Scikit-learn, Pandas, PyTorch",Senior,Internship,"Port Victoriaburgh, TN",102146-133999,2023-12-15,Mid,TensorFlow,102146,133999,118072.5,2023,12,4,Friday,Port Victoriaburgh,TN,5,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,2,Medium
1030,Munoz and Sons,Retail,Quant Researcher,"Reinforcement Learning, FastAPI, Power BI",Entry,Full-time,"Smithmouth, UG",119302-138298,2024-09-05,Startup,"Scikit-learn, KDB+",119302,138298,128800.0,2024,9,3,Thursday,Smithmouth,UG,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,High
1031,Griffin Ltd,E-commerce,Data Analyst,"Reinforcement Learning, Scikit-learn, Hugging Face, MLflow",Entry,Contract,"Harrisonhaven, PT",49324-111133,2024-04-03,Large,FastAPI,49324,111133,80228.5,2024,4,2,Wednesday,Harrisonhaven,PT,4,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,3,Medium
1032,Briggs-Miller,E-commerce,Computer Vision Engineer,"R, Flask, Keras, Python, CUDA, FastAPI",Entry,Full-time,"Janicemouth, UZ",138580-231364,2024-02-06,Startup,"Scikit-learn, FastAPI, PyTorch",138580,231364,184972.0,2024,2,1,Tuesday,Janicemouth,UZ,6,3,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,Very High
1033,Dominguez Group,Finance,Quant Researcher,"Keras, FastAPI, Reinforcement Learning, Power BI",Mid,Contract,"New Melissashire, RW",74176-137039,2024-11-06,Large,MLflow,74176,137039,105607.5,2024,11,4,Wednesday,New Melissashire,RW,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,2,3,Medium
1034,"Cohen, Schneider and Scott",Healthcare,ML Engineer,"CUDA, FastAPI, Reinforcement Learning",Mid,Remote,"Port Nathan, TM",131736-200711,2025-05-24,Large,"MLflow, BigQuery",131736,200711,166223.5,2025,5,2,Saturday,Port Nathan,TM,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,2,3,Very High
1035,Peterson Ltd,E-commerce,Quant Researcher,"Reinforcement Learning, Python, Pandas, Excel, LangChain, Azure",Mid,Contract,"Staffordstad, AZ",147838-240312,2025-04-30,Large,"PyTorch, LangChain, TensorFlow",147838,240312,194075.0,2025,4,2,Wednesday,Staffordstad,AZ,6,3,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,3,Very High
1036,Ramsey-Hamilton,Education,AI Product Manager,"FastAPI, CUDA, GCP, Keras, MLflow, C++",Senior,Internship,"West Kyliechester, AD",73318-132625,2024-03-22,Startup,Scikit-learn,73318,132625,102971.5,2024,3,1,Friday,West Kyliechester,AD,6,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,3,1,Medium
1037,Davidson-Clark,Finance,Computer Vision Engineer,"Flask, Pandas, LangChain",Mid,Internship,"Lake Erika, VC",47247-120710,2025-08-14,Mid,LangChain,47247,120710,83978.5,2025,8,3,Thursday,Lake Erika,VC,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,Medium
1038,"Ramirez, Sanchez and Lucas",Retail,NLP Engineer,"R, Azure, Power BI, NumPy, Reinforcement Learning",Senior,Internship,"Johnsonfurt, GQ",147851-188241,2025-08-11,Startup,"KDB+, LangChain",147851,188241,168046.0,2025,8,3,Monday,Johnsonfurt,GQ,5,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,3,1,Very High
1039,"Atkinson, Branch and Horton",Tech,Data Analyst,"R, NumPy, SQL, GCP, Python, FastAPI",Senior,Full-time,"New Darren, ET",83545-139001,2024-09-07,Large,KDB+,83545,139001,111273.0,2024,9,3,Saturday,New Darren,ET,6,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,3,3,Medium
1040,Hawkins Ltd,E-commerce,Data Scientist,"AWS, Scikit-learn, TensorFlow, CUDA",Senior,Contract,"North Madison, UZ",113683-150250,2023-12-11,Mid,TensorFlow,113683,150250,131966.5,2023,12,4,Monday,North Madison,UZ,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3,2,High
1041,Moore Ltd,Tech,AI Researcher,"Excel, Reinforcement Learning, NumPy, AWS, MLflow",Mid,Internship,"Abigailmouth, NE",85570-163706,2025-01-30,Mid,"Scikit-learn, FastAPI",85570,163706,124638.0,2025,1,1,Thursday,Abigailmouth,NE,5,2,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,2,2,High
1042,Hughes-Henry,Retail,Data Analyst,"TensorFlow, SQL, Scikit-learn",Mid,Full-time,"West James, ER",47968-108841,2024-07-03,Startup,"MLflow, LangChain, PyTorch",47968,108841,78404.5,2024,7,3,Wednesday,West James,ER,3,3,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,Low
1043,Johnson-Thomas,Healthcare,Data Analyst,"Reinforcement Learning, TensorFlow, PyTorch, Excel, FastAPI",Entry,Internship,"Lake Curtis, BS",110576-182999,2024-03-18,Large,"FastAPI, PyTorch, KDB+",110576,182999,146787.5,2024,3,1,Monday,Lake Curtis,BS,5,3,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,High
1044,"Hunt, White and Schmidt",Tech,AI Researcher,"AWS, Python, MLflow, Scikit-learn, Keras, Power BI",Entry,Contract,"Josephstad, DZ",80195-161305,2025-08-01,Startup,TensorFlow,80195,161305,120750.0,2025,8,3,Friday,Josephstad,DZ,6,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,High
1045,Harris-Zavala,E-commerce,AI Product Manager,"GCP, SQL, LangChain, R",Mid,Remote,"West Michael, NI",131293-216683,2024-10-19,Startup,"FastAPI, BigQuery",131293,216683,173988.0,2024,10,4,Saturday,West Michael,NI,4,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,2,1,Very High
1046,Price PLC,Finance,AI Researcher,"SQL, Excel, AWS, MLflow, TensorFlow, FastAPI",Mid,Remote,"Madisonside, BH",113368-178541,2024-01-29,Startup,BigQuery,113368,178541,145954.5,2024,1,1,Monday,Madisonside,BH,6,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,2,1,High
1047,Craig-Lloyd,Tech,Data Analyst,"MLflow, Reinforcement Learning, Azure, C++, Pandas, NumPy",Mid,Contract,"Priceborough, LU",86846-98704,2025-02-03,Startup,"BigQuery, MLflow, KDB+",86846,98704,92775.0,2025,2,1,Monday,Priceborough,LU,6,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,2,1,Medium
